target_word,target_group,attribute_word,attribute_group,cosine_similarity
katie,X,poison,B,0.06057118
katie,X,stink,B,0.17169432
katie,X,assault,B,0.027712274
katie,X,disaster,B,-0.0055498667
katie,X,hatred,B,0.086097516
katie,X,pollute,B,0.11542732
katie,X,tragedy,B,0.047749743
katie,X,divorce,B,0.18221252
katie,X,jail,B,0.07235681
katie,X,poverty,B,0.04930721
katie,X,ugly,B,0.19634062
katie,X,cancer,B,0.1043268
katie,X,kill,B,0.13656807
katie,X,rotten,B,0.15906075
katie,X,vomit,B,0.1926888
katie,X,agony,B,0.11331516
katie,X,prison,B,0.03314575
meredith,X,caress,A,0.15383655
meredith,X,freedom,A,0.082346626
meredith,X,health,A,0.04641513
meredith,X,love,A,0.30187458
meredith,X,peace,A,0.08815954
meredith,X,cheer,A,0.16688709
meredith,X,friend,A,0.26030058
meredith,X,heaven,A,0.22524951
meredith,X,loyal,A,0.047035083
meredith,X,pleasure,A,0.13834098
meredith,X,diamond,A,0.103243746
meredith,X,gentle,A,0.095593326
meredith,X,honest,A,0.22168596
meredith,X,lucky,A,0.26756623
meredith,X,rainbow,A,0.17389512
meredith,X,diploma,A,0.074137144
meredith,X,gift,A,0.054745033
meredith,X,honor,A,0.0036577464
meredith,X,miracle,A,0.13874456
meredith,X,sunrise,A,0.13471778
meredith,X,family,A,0.09839957
meredith,X,happy,A,0.3093008
meredith,X,laughter,A,0.18053693
meredith,X,paradise,A,0.12843889
meredith,X,vacation,A,0.089070395
meredith,X,abuse,B,0.02323126
meredith,X,crash,B,0.10178927
meredith,X,filth,B,0.14594592
meredith,X,murder,B,0.12773155
meredith,X,sickness,B,0.11676664
meredith,X,accident,B,0.10261297
meredith,X,death,B,0.08513511
meredith,X,grief,B,0.1452378
meredith,X,poison,B,0.07409406
meredith,X,stink,B,0.20939013
meredith,X,assault,B,0.025047129
meredith,X,disaster,B,0.010536824
meredith,X,hatred,B,0.09128025
meredith,X,pollute,B,0.0374779
meredith,X,tragedy,B,0.08555336
meredith,X,divorce,B,0.15387395
meredith,X,jail,B,0.12324444
meredith,X,poverty,B,-0.017877113
meredith,X,ugly,B,0.18309692
meredith,X,cancer,B,0.06892645
meredith,X,kill,B,0.08822471
meredith,X,rotten,B,0.18660244
meredith,X,vomit,B,0.22507192
meredith,X,agony,B,0.109094426
meredith,X,prison,B,0.08389279
shannon,X,caress,A,0.15157036
shannon,X,freedom,A,0.08261456
shannon,X,health,A,-0.008444877
shannon,X,love,A,0.19224109
shannon,X,peace,A,0.08841244
shannon,X,cheer,A,0.11338947
shannon,X,friend,A,0.18574062
shannon,X,heaven,A,0.2116344
shannon,X,loyal,A,-0.0016023249
shannon,X,pleasure,A,0.070748836
shannon,X,diamond,A,0.02694878
shannon,X,gentle,A,0.040785145
shannon,X,honest,A,0.17441668
shannon,X,lucky,A,0.11647662
shannon,X,rainbow,A,0.1981767
shannon,X,diploma,A,0.082813926
shannon,X,gift,A,0.049507704
shannon,X,honor,A,0.02021521
shannon,X,miracle,A,0.13857453
shannon,X,sunrise,A,0.13932708
shannon,X,family,A,0.044775087
shannon,X,happy,A,0.11769796
shannon,X,laughter,A,0.08612067
shannon,X,paradise,A,0.112810634
shannon,X,vacation,A,0.029073717
shannon,X,abuse,B,0.1166667
shannon,X,crash,B,0.0996689
shannon,X,filth,B,0.15442589
shannon,X,murder,B,0.12334403
shannon,X,sickness,B,0.044230435
shannon,X,accident,B,0.10404352
shannon,X,death,B,0.068461254
shannon,X,grief,B,0.019640999
shannon,X,poison,B,0.020686498
shannon,X,stink,B,0.13951068
shannon,X,assault,B,0.08947205
shannon,X,disaster,B,0.06610057
shannon,X,hatred,B,0.039371997
shannon,X,pollute,B,0.055794217
shannon,X,tragedy,B,0.09930362
shannon,X,divorce,B,0.13716465
shannon,X,jail,B,0.12676284
shannon,X,poverty,B,0.03513498
shannon,X,ugly,B,0.12445185
shannon,X,cancer,B,0.032766674
shannon,X,kill,B,0.058638275
shannon,X,rotten,B,0.162698
shannon,X,vomit,B,0.17662318
shannon,X,agony,B,0.085742325
shannon,X,prison,B,0.0833362
betsy,X,caress,A,0.1989325
betsy,X,freedom,A,0.037414435
betsy,X,health,A,-0.03916195
betsy,X,love,A,0.11909409
betsy,X,peace,A,0.08330937
betsy,X,cheer,A,0.042234685
betsy,X,friend,A,0.08859977
betsy,X,heaven,A,0.30776814
betsy,X,loyal,A,-0.013179759
betsy,X,pleasure,A,0.053811572
betsy,X,diamond,A,0.1165628
betsy,X,gentle,A,0.11290024
betsy,X,honest,A,0.0941487
betsy,X,lucky,A,0.072330534
betsy,X,rainbow,A,0.26421815
betsy,X,diploma,A,-0.00745584
betsy,X,gift,A,0.13634147
betsy,X,honor,A,-0.007988349
betsy,X,miracle,A,0.10900606
betsy,X,sunrise,A,0.1390293
betsy,X,family,A,-0.07365562
betsy,X,happy,A,0.024220776
betsy,X,laughter,A,0.054929875
betsy,X,paradise,A,0.17730357
betsy,X,vacation,A,-0.03333888
betsy,X,abuse,B,-0.0090184985
betsy,X,crash,B,-0.019611575
betsy,X,filth,B,0.079786636
betsy,X,murder,B,0.0315198
betsy,X,sickness,B,0.036653314
betsy,X,accident,B,-0.051563065
betsy,X,death,B,0.02460529
betsy,X,grief,B,0.049466833
betsy,X,poison,B,0.1116584
betsy,X,stink,B,0.20519643
betsy,X,assault,B,-0.028420264
betsy,X,disaster,B,0.026409082
betsy,X,hatred,B,0.11917031
betsy,X,pollute,B,0.11963994
betsy,X,tragedy,B,0.02409512
betsy,X,divorce,B,0.050100297
betsy,X,jail,B,-0.046996746
betsy,X,poverty,B,-0.024962334
betsy,X,ugly,B,0.11744416
betsy,X,cancer,B,-0.057440117
betsy,X,kill,B,0.1179747
betsy,X,rotten,B,0.14971939
betsy,X,vomit,B,0.06899652
betsy,X,agony,B,0.028393492
betsy,X,prison,B,-0.06180631
donna,X,caress,A,0.27500284
donna,X,freedom,A,0.104780324
donna,X,health,A,0.05077944
donna,X,love,A,0.22574867
donna,X,peace,A,0.11273852
donna,X,cheer,A,0.04626255
donna,X,friend,A,0.23114793
donna,X,heaven,A,0.28206456
donna,X,loyal,A,0.021004513
donna,X,pleasure,A,0.0930548
donna,X,diamond,A,0.04073306
donna,X,gentle,A,0.16942239
donna,X,honest,A,0.1158439
donna,X,lucky,A,0.16544104
donna,X,rainbow,A,0.17727081
donna,X,diploma,A,0.12607272
donna,X,gift,A,0.07519246
donna,X,honor,A,-0.034688164
donna,X,miracle,A,0.2024779
donna,X,sunrise,A,0.10512133
donna,X,family,A,0.07188059
donna,X,happy,A,0.14755477
donna,X,laughter,A,0.12212221
donna,X,paradise,A,0.16718645
donna,X,vacation,A,0.015495618
donna,X,abuse,B,0.06057422
donna,X,crash,B,0.054007817
donna,X,filth,B,0.1470761
donna,X,murder,B,0.084744744
donna,X,sickness,B,0.11587892
donna,X,accident,B,0.06964108
donna,X,death,B,0.09694723
donna,X,grief,B,0.109231815
donna,X,poison,B,0.09995912
donna,X,stink,B,0.19641565
donna,X,assault,B,0.038863633
donna,X,disaster,B,0.01645074
donna,X,hatred,B,0.1224424
donna,X,pollute,B,0.11391327
donna,X,tragedy,B,0.06335819
donna,X,divorce,B,0.12237056
donna,X,jail,B,0.08395329
donna,X,poverty,B,0.0074519143
donna,X,ugly,B,0.19616741
donna,X,cancer,B,0.026228499
donna,X,kill,B,0.09137584
donna,X,rotten,B,0.17922238
donna,X,vomit,B,0.19583048
donna,X,agony,B,0.12992164
donna,X,prison,B,0.07192666
kristin,X,caress,A,0.188751
kristin,X,freedom,A,0.09353942
kristin,X,health,A,0.023743626
kristin,X,love,A,0.3103883
kristin,X,peace,A,0.102144375
kristin,X,cheer,A,0.15544952
kristin,X,friend,A,0.267611
kristin,X,heaven,A,0.28294784
kristin,X,loyal,A,0.058130033
kristin,X,pleasure,A,0.11403504
kristin,X,diamond,A,0.0927265
kristin,X,gentle,A,0.115987316
kristin,X,honest,A,0.17358455
kristin,X,lucky,A,0.23536925
kristin,X,rainbow,A,0.24205586
kristin,X,diploma,A,0.08527817
kristin,X,gift,A,0.12726377
kristin,X,honor,A,0.00014523276
kristin,X,miracle,A,0.17572238
kristin,X,sunrise,A,0.15032849
kristin,X,family,A,0.10870879
kristin,X,happy,A,0.25861382
kristin,X,laughter,A,0.14007133
kristin,X,paradise,A,0.18178517
kristin,X,vacation,A,0.14046444
kristin,X,abuse,B,0.08762203
kristin,X,crash,B,0.04916914
kristin,X,filth,B,0.176032
kristin,X,murder,B,0.10230673
kristin,X,sickness,B,0.15632918
kristin,X,accident,B,0.07864765
kristin,X,death,B,0.08676625
kristin,X,grief,B,0.123099655
kristin,X,poison,B,0.060098905
kristin,X,stink,B,0.18993598
kristin,X,assault,B,-0.018122915
kristin,X,disaster,B,0.044723786
kristin,X,hatred,B,0.16700532
kristin,X,pollute,B,0.114303775
kristin,X,tragedy,B,0.05297631
kristin,X,divorce,B,0.16922994
kristin,X,jail,B,0.11139987
kristin,X,poverty,B,0.04495885
kristin,X,ugly,B,0.15944901
kristin,X,cancer,B,0.050598495
kristin,X,kill,B,0.15700229
kristin,X,rotten,B,0.14949419
kristin,X,vomit,B,0.21235368
kristin,X,agony,B,0.11059198
kristin,X,prison,B,0.072349496
nancy,X,caress,A,0.16452196
nancy,X,freedom,A,0.050145056
nancy,X,health,A,0.02081807
nancy,X,love,A,0.20018406
nancy,X,peace,A,0.08080975
nancy,X,cheer,A,-0.0100994725
nancy,X,friend,A,0.20807625
nancy,X,heaven,A,0.17870311
nancy,X,loyal,A,0.033275135
nancy,X,pleasure,A,0.12268023
nancy,X,diamond,A,0.04867909
nancy,X,gentle,A,0.15991639
nancy,X,honest,A,0.15322475
nancy,X,lucky,A,0.057066325
nancy,X,rainbow,A,0.13712375
nancy,X,diploma,A,-0.021668032
nancy,X,gift,A,0.047415037
nancy,X,honor,A,-0.053429972
nancy,X,miracle,A,0.06387404
nancy,X,sunrise,A,0.03301752
nancy,X,family,A,0.054696795
nancy,X,happy,A,0.060636044
nancy,X,laughter,A,0.083733924
nancy,X,paradise,A,0.14495455
nancy,X,vacation,A,0.007942557
nancy,X,abuse,B,0.08523748
nancy,X,crash,B,0.01988251
nancy,X,filth,B,0.1845195
nancy,X,murder,B,0.02740632
nancy,X,sickness,B,0.14794004
nancy,X,accident,B,0.0010385113
nancy,X,death,B,0.052142046
nancy,X,grief,B,0.078767516
nancy,X,poison,B,0.06694383
nancy,X,stink,B,0.18014148
nancy,X,assault,B,-0.024210136
nancy,X,disaster,B,-0.04025075
nancy,X,hatred,B,0.07737132
nancy,X,pollute,B,0.05038046
nancy,X,tragedy,B,-0.0043148324
nancy,X,divorce,B,0.110932276
nancy,X,jail,B,0.023928583
nancy,X,poverty,B,-0.028754659
nancy,X,ugly,B,0.19928516
nancy,X,cancer,B,0.022740912
nancy,X,kill,B,0.12233082
nancy,X,rotten,B,0.17090154
nancy,X,vomit,B,0.18631254
nancy,X,agony,B,0.0649221
nancy,X,prison,B,-0.020884048
stephanie,X,caress,A,0.22928703
stephanie,X,freedom,A,0.10684622
stephanie,X,health,A,0.03047212
stephanie,X,love,A,0.25666836
stephanie,X,peace,A,0.031810865
stephanie,X,cheer,A,0.11295911
stephanie,X,friend,A,0.22322837
stephanie,X,heaven,A,0.22130926
stephanie,X,loyal,A,0.040075727
stephanie,X,pleasure,A,0.08593217
stephanie,X,diamond,A,0.08523745
stephanie,X,gentle,A,0.079454936
stephanie,X,honest,A,0.11415124
stephanie,X,lucky,A,0.14093709
stephanie,X,rainbow,A,0.17738803
stephanie,X,diploma,A,0.036383327
stephanie,X,gift,A,0.084658355
stephanie,X,honor,A,0.03260803
stephanie,X,miracle,A,0.14916354
stephanie,X,sunrise,A,0.1480449
stephanie,X,family,A,0.03896918
stephanie,X,happy,A,0.15266703
stephanie,X,laughter,A,0.104015924
stephanie,X,paradise,A,0.10363277
stephanie,X,vacation,A,0.07577675
stephanie,X,abuse,B,0.13921925
stephanie,X,crash,B,0.0762214
stephanie,X,filth,B,0.18795943
stephanie,X,murder,B,0.1036361
stephanie,X,sickness,B,0.14610283
stephanie,X,accident,B,0.078014836
stephanie,X,death,B,0.054933857
stephanie,X,grief,B,0.08296153
stephanie,X,poison,B,0.1133372
stephanie,X,stink,B,0.14868191
stephanie,X,assault,B,0.09355174
stephanie,X,disaster,B,0.030599358
stephanie,X,hatred,B,0.13601452
stephanie,X,pollute,B,0.118112475
stephanie,X,tragedy,B,0.09197695
stephanie,X,divorce,B,0.1282284
stephanie,X,jail,B,0.1297025
stephanie,X,poverty,B,-0.0034808107
stephanie,X,ugly,B,0.14741924
stephanie,X,cancer,B,0.044259507
stephanie,X,kill,B,0.19747743
stephanie,X,rotten,B,0.15335535
stephanie,X,vomit,B,0.22312126
stephanie,X,agony,B,0.1062209
stephanie,X,prison,B,0.06919539
ellen,X,caress,A,0.1701258
ellen,X,freedom,A,0.063239306
ellen,X,health,A,0.14175431
ellen,X,love,A,0.2225809
ellen,X,peace,A,0.07026524
ellen,X,cheer,A,0.092517115
ellen,X,friend,A,0.1855042
ellen,X,heaven,A,0.16119415
ellen,X,loyal,A,0.020351624
ellen,X,pleasure,A,0.103120215
ellen,X,diamond,A,0.029906388
ellen,X,gentle,A,0.10252266
ellen,X,honest,A,0.12155636
ellen,X,lucky,A,0.12606321
ellen,X,rainbow,A,0.19171496
ellen,X,diploma,A,0.0046325154
ellen,X,gift,A,0.05852112
ellen,X,honor,A,-0.037525874
ellen,X,miracle,A,0.11750204
ellen,X,sunrise,A,0.051475577
ellen,X,family,A,0.03020057
ellen,X,happy,A,0.07991084
ellen,X,laughter,A,0.1034282
ellen,X,paradise,A,0.100917965
ellen,X,vacation,A,0.00020461848
ellen,X,abuse,B,0.032686915
ellen,X,crash,B,-0.038711645
ellen,X,filth,B,0.1317656
ellen,X,murder,B,-0.0021939836
ellen,X,sickness,B,0.14331046
ellen,X,accident,B,-0.00063611066
ellen,X,death,B,-0.0033468073
ellen,X,grief,B,0.0218887
ellen,X,poison,B,0.029408818
ellen,X,stink,B,0.1742199
ellen,X,assault,B,-0.014813911
ellen,X,disaster,B,0.04535087
ellen,X,hatred,B,0.11969047
ellen,X,pollute,B,0.08882836
ellen,X,tragedy,B,-0.013902787
ellen,X,divorce,B,0.09998446
ellen,X,jail,B,0.03580612
ellen,X,poverty,B,0.044777628
ellen,X,ugly,B,0.17811134
ellen,X,cancer,B,0.043737434
ellen,X,kill,B,0.114642434
ellen,X,rotten,B,0.15822569
ellen,X,vomit,B,0.14710402
ellen,X,agony,B,0.06002009
ellen,X,prison,B,-0.0091102
lauren,X,caress,A,0.18325877
lauren,X,freedom,A,0.042335067
lauren,X,health,A,-0.029590404
lauren,X,love,A,0.27080274
lauren,X,peace,A,0.10296389
lauren,X,cheer,A,0.10208158
lauren,X,friend,A,0.16297144
lauren,X,heaven,A,0.2318543
lauren,X,loyal,A,0.005893892
lauren,X,pleasure,A,0.06257107
lauren,X,diamond,A,0.06805667
lauren,X,gentle,A,0.08648304
lauren,X,honest,A,0.12887998
lauren,X,lucky,A,0.15119997
lauren,X,rainbow,A,0.14570409
lauren,X,diploma,A,0.063194826
lauren,X,gift,A,0.0346356
lauren,X,honor,A,-0.025301373
lauren,X,miracle,A,0.12266601
lauren,X,sunrise,A,0.079264924
lauren,X,family,A,0.012997608
lauren,X,happy,A,0.15253592
lauren,X,laughter,A,0.083289266
lauren,X,paradise,A,0.13800716
lauren,X,vacation,A,0.015038726
lauren,X,abuse,B,0.020849174
lauren,X,crash,B,0.07424971
lauren,X,filth,B,0.1102431
lauren,X,murder,B,0.010000319
lauren,X,sickness,B,0.05781407
lauren,X,accident,B,0.06518622
lauren,X,death,B,0.03484458
lauren,X,grief,B,0.06107137
lauren,X,poison,B,-0.0274576
lauren,X,stink,B,0.16864246
lauren,X,assault,B,-0.007830051
lauren,X,disaster,B,0.053564403
lauren,X,hatred,B,0.121682264
lauren,X,pollute,B,0.0820357
lauren,X,tragedy,B,0.028716221
lauren,X,divorce,B,0.06028687
lauren,X,jail,B,0.05190725
lauren,X,poverty,B,0.011635897
lauren,X,ugly,B,0.18173282
lauren,X,cancer,B,-0.0064889295
lauren,X,kill,B,0.05796085
lauren,X,rotten,B,0.15039387
lauren,X,vomit,B,0.18225889
lauren,X,agony,B,0.08368206
lauren,X,prison,B,-0.0046520727
peggy,X,caress,A,0.25521946
peggy,X,freedom,A,0.053198937
peggy,X,health,A,0.025255637
peggy,X,love,A,0.22251701
peggy,X,peace,A,0.028453242
peggy,X,cheer,A,0.042747796
peggy,X,friend,A,0.2212176
peggy,X,heaven,A,0.16822134
peggy,X,loyal,A,-0.029104594
peggy,X,pleasure,A,0.14199957
peggy,X,diamond,A,0.1090384
peggy,X,gentle,A,0.13863061
peggy,X,honest,A,0.1222416
peggy,X,lucky,A,0.06344278
peggy,X,rainbow,A,0.22295241
peggy,X,diploma,A,0.0027858713
peggy,X,gift,A,0.123592705
peggy,X,honor,A,0.0054914504
peggy,X,miracle,A,0.037696354
peggy,X,sunrise,A,0.06145339
peggy,X,family,A,0.06314133
peggy,X,happy,A,0.023194173
peggy,X,laughter,A,0.17680569
peggy,X,paradise,A,0.07399775
peggy,X,vacation,A,-0.0014557461
peggy,X,abuse,B,0.091284804
peggy,X,crash,B,-0.0015452987
peggy,X,filth,B,0.12975913
peggy,X,murder,B,0.05028289
peggy,X,sickness,B,0.07721829
peggy,X,accident,B,0.042395595
peggy,X,death,B,0.04973166
peggy,X,grief,B,0.046286855
peggy,X,poison,B,0.080824696
peggy,X,stink,B,0.14599131
peggy,X,assault,B,0.0374059
peggy,X,disaster,B,-0.018906891
peggy,X,hatred,B,0.10532606
peggy,X,pollute,B,0.061040286
peggy,X,tragedy,B,-0.0020264066
peggy,X,divorce,B,0.08266162
peggy,X,jail,B,0.049123768
peggy,X,poverty,B,-0.011026971
peggy,X,ugly,B,0.16440333
peggy,X,cancer,B,0.07337314
peggy,X,kill,B,0.10658635
peggy,X,rotten,B,0.15059927
peggy,X,vomit,B,0.23371701
peggy,X,agony,B,0.059698936
peggy,X,prison,B,0.027952712
colleen,X,caress,A,0.101726875
colleen,X,freedom,A,0.13198571
colleen,X,health,A,0.034221414
colleen,X,love,A,0.1892888
colleen,X,peace,A,0.13133469
colleen,X,cheer,A,0.13031545
colleen,X,friend,A,0.14237876
colleen,X,heaven,A,0.15830739
colleen,X,loyal,A,-0.015284912
colleen,X,pleasure,A,0.0963296
colleen,X,diamond,A,0.03654857
colleen,X,gentle,A,0.12566315
colleen,X,honest,A,0.15850939
colleen,X,lucky,A,0.15366165
colleen,X,rainbow,A,0.17244281
colleen,X,diploma,A,0.056080278
colleen,X,gift,A,0.14753936
colleen,X,honor,A,0.19564705
colleen,X,miracle,A,0.14478782
colleen,X,sunrise,A,0.02713772
colleen,X,family,A,0.10909392
colleen,X,happy,A,0.04185685
colleen,X,laughter,A,0.07065459
colleen,X,paradise,A,0.15928109
colleen,X,vacation,A,-0.003709149
colleen,X,abuse,B,0.1315931
colleen,X,crash,B,0.07472056
colleen,X,filth,B,0.1471522
colleen,X,murder,B,0.13519932
colleen,X,sickness,B,0.097790994
colleen,X,accident,B,0.033038504
colleen,X,death,B,0.039887782
colleen,X,grief,B,0.07180511
colleen,X,poison,B,0.09700383
colleen,X,stink,B,0.14287989
colleen,X,assault,B,0.058371477
colleen,X,disaster,B,-0.0004567241
colleen,X,hatred,B,0.0832345
colleen,X,pollute,B,0.10238596
colleen,X,tragedy,B,0.087488554
colleen,X,divorce,B,0.065366186
colleen,X,jail,B,0.078606345
colleen,X,poverty,B,0.06463117
colleen,X,ugly,B,0.11729017
colleen,X,cancer,B,0.07640605
colleen,X,kill,B,0.09356519
colleen,X,rotten,B,0.13828944
colleen,X,vomit,B,0.14985292
colleen,X,agony,B,0.05921596
colleen,X,prison,B,0.05836425
emily,X,caress,A,0.14989148
emily,X,freedom,A,0.07650273
emily,X,health,A,0.028212208
emily,X,love,A,0.18414138
emily,X,peace,A,0.1144161
emily,X,cheer,A,0.049762335
emily,X,friend,A,0.1648756
emily,X,heaven,A,0.20497896
emily,X,loyal,A,-0.026128354
emily,X,pleasure,A,0.035997864
emily,X,diamond,A,0.036181666
emily,X,gentle,A,0.07040611
emily,X,honest,A,0.11091565
emily,X,lucky,A,0.1428287
emily,X,rainbow,A,0.16507013
emily,X,diploma,A,0.036158405
emily,X,gift,A,0.07459604
emily,X,honor,A,-0.011609374
emily,X,miracle,A,0.11957346
emily,X,sunrise,A,0.07502229
emily,X,family,A,0.0065982575
emily,X,happy,A,0.10486001
emily,X,laughter,A,0.08645673
emily,X,paradise,A,0.09700159
emily,X,vacation,A,0.048009563
emily,X,abuse,B,0.03615907
emily,X,crash,B,0.054123603
emily,X,filth,B,0.12942888
emily,X,murder,B,0.037281454
emily,X,sickness,B,0.09669555
emily,X,accident,B,0.06923522
emily,X,death,B,0.11564002
emily,X,grief,B,0.09498369
emily,X,poison,B,0.065030634
emily,X,stink,B,0.17628294
emily,X,assault,B,0.001508213
emily,X,disaster,B,0.07731715
emily,X,hatred,B,0.10146003
emily,X,pollute,B,0.045092195
emily,X,tragedy,B,0.035410613
emily,X,divorce,B,0.07720771
emily,X,jail,B,0.066068076
emily,X,poverty,B,0.009794174
emily,X,ugly,B,0.15549561
emily,X,cancer,B,0.06989197
emily,X,kill,B,0.1246841
emily,X,rotten,B,0.14799446
emily,X,vomit,B,0.22688907
emily,X,agony,B,0.12355526
emily,X,prison,B,0.038567387
megan,X,caress,A,0.19534925
megan,X,freedom,A,0.037902508
megan,X,health,A,-0.02787463
megan,X,love,A,0.24515896
megan,X,peace,A,0.08064831
megan,X,cheer,A,0.076705344
megan,X,friend,A,0.14979294
megan,X,heaven,A,0.18018895
megan,X,loyal,A,0.0491633
megan,X,pleasure,A,0.105034344
megan,X,diamond,A,0.047859505
megan,X,gentle,A,0.085807465
megan,X,honest,A,0.16800047
megan,X,lucky,A,0.15515071
megan,X,rainbow,A,0.20246841
megan,X,diploma,A,0.015706625
megan,X,gift,A,0.017518772
megan,X,honor,A,-0.039293602
megan,X,miracle,A,0.022762509
megan,X,sunrise,A,0.111227676
megan,X,family,A,-0.0042415266
megan,X,happy,A,0.13385172
megan,X,laughter,A,0.15785956
megan,X,paradise,A,0.0999834
megan,X,vacation,A,-0.020269418
megan,X,abuse,B,0.070911966
megan,X,crash,B,0.029437495
megan,X,filth,B,0.17634642
megan,X,murder,B,0.043899365
megan,X,sickness,B,0.08794382
megan,X,accident,B,0.052767593
megan,X,death,B,0.03166911
megan,X,grief,B,0.07334605
megan,X,poison,B,0.031462472
megan,X,stink,B,0.1890892
megan,X,assault,B,0.0071670483
megan,X,disaster,B,0.03804217
megan,X,hatred,B,0.12495877
megan,X,pollute,B,0.06206867
megan,X,tragedy,B,0.022729628
megan,X,divorce,B,0.09209977
megan,X,jail,B,0.057190314
megan,X,poverty,B,0.031504642
megan,X,ugly,B,0.16282828
megan,X,cancer,B,0.05003403
megan,X,kill,B,0.09689077
megan,X,rotten,B,0.11016659
megan,X,vomit,B,0.22982228
megan,X,agony,B,0.052256234
megan,X,prison,B,0.014329523
rachel,X,caress,A,0.22937967
rachel,X,freedom,A,0.045129973
rachel,X,health,A,0.04403175
rachel,X,love,A,0.27496096
rachel,X,peace,A,0.060436234
rachel,X,cheer,A,0.08235061
rachel,X,friend,A,0.21203056
rachel,X,heaven,A,0.21183105
rachel,X,loyal,A,0.016898332
rachel,X,pleasure,A,0.17287886
rachel,X,diamond,A,0.08868608
rachel,X,gentle,A,0.057999242
rachel,X,honest,A,0.15630654
rachel,X,lucky,A,0.16555846
rachel,X,rainbow,A,0.18164825
rachel,X,diploma,A,0.020003801
rachel,X,gift,A,0.08169156
rachel,X,honor,A,-0.0027095824
rachel,X,miracle,A,0.13619776
rachel,X,sunrise,A,0.10668252
rachel,X,family,A,0.093328916
rachel,X,happy,A,0.18204632
rachel,X,laughter,A,0.1363869
rachel,X,paradise,A,0.15174887
rachel,X,vacation,A,0.06777604
rachel,X,abuse,B,0.09137191
rachel,X,crash,B,0.05406655
rachel,X,filth,B,0.14773796
rachel,X,murder,B,0.103878826
rachel,X,sickness,B,0.18181932
rachel,X,accident,B,0.07505902
rachel,X,death,B,0.13124631
rachel,X,grief,B,0.07739399
rachel,X,poison,B,0.089296855
rachel,X,stink,B,0.20081341
rachel,X,assault,B,0.014048818
rachel,X,disaster,B,0.028962946
rachel,X,hatred,B,0.0962415
rachel,X,pollute,B,0.11359267
rachel,X,tragedy,B,0.034604505
rachel,X,divorce,B,0.17274198
rachel,X,jail,B,0.083116904
rachel,X,poverty,B,0.022925891
rachel,X,ugly,B,0.18827935
rachel,X,cancer,B,0.043653797
rachel,X,kill,B,0.18490839
rachel,X,rotten,B,0.1967224
rachel,X,vomit,B,0.24478053
rachel,X,agony,B,0.10800518
rachel,X,prison,B,0.041639104
wendy,X,caress,A,0.16577256
wendy,X,freedom,A,0.020136757
wendy,X,health,A,0.021342289
wendy,X,love,A,0.14192031
wendy,X,peace,A,0.016926892
wendy,X,cheer,A,-0.012905084
wendy,X,friend,A,0.18969733
wendy,X,heaven,A,0.18957923
wendy,X,loyal,A,0.013155264
wendy,X,pleasure,A,0.061555084
wendy,X,diamond,A,0.051814657
wendy,X,gentle,A,0.111624286
wendy,X,honest,A,0.082723714
wendy,X,lucky,A,0.11869637
wendy,X,rainbow,A,0.15571234
wendy,X,diploma,A,-0.048705313
wendy,X,gift,A,0.06163647
wendy,X,honor,A,-0.13948745
wendy,X,miracle,A,0.089714475
wendy,X,sunrise,A,0.06210889
wendy,X,family,A,0.03293625
wendy,X,happy,A,0.027748458
wendy,X,laughter,A,0.040423088
wendy,X,paradise,A,0.1439363
wendy,X,vacation,A,0.054986827
wendy,X,abuse,B,0.05121704
wendy,X,crash,B,0.101761
wendy,X,filth,B,0.22563449
wendy,X,murder,B,0.05169508
wendy,X,sickness,B,0.11091069
wendy,X,accident,B,0.08709376
wendy,X,death,B,0.0657095
wendy,X,grief,B,-0.020966725
wendy,X,poison,B,0.039134566
wendy,X,stink,B,0.20480457
wendy,X,assault,B,-0.009511352
wendy,X,disaster,B,0.096242934
wendy,X,hatred,B,0.024077909
wendy,X,pollute,B,0.10242402
wendy,X,tragedy,B,0.026448628
wendy,X,divorce,B,0.10615611
wendy,X,jail,B,0.13838299
wendy,X,poverty,B,-0.010332075
wendy,X,ugly,B,0.1430449
wendy,X,cancer,B,-0.0026597176
wendy,X,kill,B,0.06325147
wendy,X,rotten,B,0.20330162
wendy,X,vomit,B,0.17152086
wendy,X,agony,B,0.08192145
wendy,X,prison,B,0.07751152
alonzo,Y,caress,A,0.08805213
alonzo,Y,freedom,A,0.057578173
alonzo,Y,health,A,0.025597798
alonzo,Y,love,A,0.13033685
alonzo,Y,peace,A,0.07006262
alonzo,Y,cheer,A,0.08957523
alonzo,Y,friend,A,0.17838626
alonzo,Y,heaven,A,0.042417318
alonzo,Y,loyal,A,0.077909626
alonzo,Y,pleasure,A,0.035719365
alonzo,Y,diamond,A,0.062686175
alonzo,Y,gentle,A,0.1076811
alonzo,Y,honest,A,0.080793746
alonzo,Y,lucky,A,0.04500414
alonzo,Y,rainbow,A,0.10280538
alonzo,Y,diploma,A,0.039109346
alonzo,Y,gift,A,0.12689944
alonzo,Y,honor,A,0.09732657
alonzo,Y,miracle,A,0.111983426
alonzo,Y,sunrise,A,0.063562654
alonzo,Y,family,A,0.12073919
alonzo,Y,happy,A,0.0950244
alonzo,Y,laughter,A,0.010086332
alonzo,Y,paradise,A,0.03355129
alonzo,Y,vacation,A,0.048194278
alonzo,Y,abuse,B,0.02312641
alonzo,Y,crash,B,0.06032029
